feedback_id,member_id,consultation_id,rating,feedback_text,feedback_date
FB01249,M001366,CN001535,3,Would recommend to others,2025-11-08
FB01250,M002418,CN004068,5,Would recommend to others,2025-07-03
FB01251,M001424,CN001558,5,Excellent follow-up care,2025-10-11
FB01252,M000345,CN005209,4,"Great experience, doctor was very attentive",2025-03-19
FB01253,M002056,CN001500,3,Would recommend to others,2024-06-21
FB01254,M002395,CN004110,3,"Great experience, doctor was very attentive",2025-08-02
FB01255,M001557,CN003097,4,Very satisfied with the consultation,2024-08-20
FB01256,M000602,CN001369,5,"Great experience, doctor was very attentive",2024-08-02
FB01257,M000983,CN004783,3,Telemedicine call quality was poor,2025-09-30
FB01258,M000831,CN000092,5,Long wait time at the clinic,2025-07-07
FB01259,M001288,CN001731,4,Long wait time at the clinic,2025-03-11
FB01260,M002000,CN000963,5,Telemedicine call quality was poor,2025-07-16
FB01261,M001014,CN002019,5,Telemedicine call quality was poor,2024-03-10
FB01262,M000769,CN003523,4,"Great experience, doctor was very attentive",2025-02-16
FB01263,M000889,CN002099,5,"Great experience, doctor was very attentive",2025-10-15
FB01264,M002483,CN001301,5,Telemedicine call quality was poor,2024-03-30
FB01265,M001312,CN004261,3,Average experience overall,2025-03-04
FB01266,M001985,CN002793,4,Would recommend to others,2025-11-28
FB01267,M002090,CN004102,3,Would recommend to others,2024-02-22
FB01268,M001788,CN002719,2,Staff was helpful and courteous,2024-02-15
FB01269,M001111,CN005018,5,Telemedicine call quality was poor,2024-07-11
FB01270,M002437,CN003305,4,Excellent follow-up care,2025-04-05
FB01271,M000508,CN000614,5,Would recommend to others,2024-01-04
FB01272,M001675,CN001403,4,Needs faster appointment scheduling,2025-06-01
FB01273,M000330,CN000954,4,Average experience overall,2025-03-21
FB01274,M000179,CN002305,1,Staff was helpful and courteous,2024-07-16
FB01275,M000638,CN002335,3,Average experience overall,2025-07-27
FB01276,M001106,CN000579,3,Telemedicine call quality was poor,2025-05-17
FB01277,M000437,CN002040,5,Very satisfied with the consultation,2025-05-26
FB01278,M002000,CN000963,5,"Great experience, doctor was very attentive",2025-07-16
FB01279,M000271,CN000530,4,Would recommend to others,2024-05-31
FB01280,M001435,CN002392,5,"Great experience, doctor was very attentive",2024-09-20
FB01281,M001049,CN004382,3,Staff was helpful and courteous,2024-07-06
FB01282,M000727,CN004162,5,Doctor explained everything clearly,2024-07-27
FB01283,M001792,CN000733,3,Would recommend to others,2025-09-02
FB01284,M001878,CN000403,5,Excellent follow-up care,2025-03-19
FB01285,M000619,CN001343,4,Doctor explained everything clearly,2025-01-02
FB01286,M000873,CN001192,5,Excellent follow-up care,2025-10-03
FB01287,M001917,CN005729,3,Average experience overall,2025-09-03
FB01288,M002064,CN001482,3,Doctor explained everything clearly,2025-03-24
FB01289,M000524,CN002723,2,Doctor explained everything clearly,2025-03-21
FB01290,M000741,CN003204,5,Doctor explained everything clearly,2025-02-18
FB01291,M000527,CN000942,5,Telemedicine call quality was poor,2025-08-26
FB01292,M000250,CN001507,3,Excellent follow-up care,2024-11-10
FB01293,M001687,CN004345,4,Average experience overall,2024-10-14
FB01294,M000189,CN005416,3,Needs faster appointment scheduling,2024-04-27
FB01295,M001938,CN004777,5,Long wait time at the clinic,2025-08-28
FB01296,M000846,CN001787,2,Excellent follow-up care,2024-05-07
FB01297,M002446,CN002453,4,Telemedicine call quality was poor,2024-12-02
FB01298,M001366,CN005759,4,"Great experience, doctor was very attentive",2024-04-08
FB01299,M001358,CN001383,4,Staff was helpful and courteous,2025-03-04
FB01300,M002114,CN003647,5,Would recommend to others,2025-01-30
FB01301,M001979,CN004169,5,Very satisfied with the consultation,2025-05-11
FB01302,M000513,CN002244,3,Telemedicine call quality was poor,2025-10-13
FB01303,M000508,CN000614,2,Would recommend to others,2024-01-04
FB01304,M002356,CN002662,2,Needs faster appointment scheduling,2025-07-14
FB01305,M002160,CN003855,5,Long wait time at the clinic,2025-10-09
FB01306,M000427,CN001029,4,Telemedicine call quality was poor,2025-04-18
FB01307,M002440,CN002993,3,Average experience overall,2024-09-30
FB01308,M000852,CN005342,4,Doctor explained everything clearly,2025-06-19
FB01309,M001283,CN002022,5,Doctor explained everything clearly,2025-04-06
FB01310,M002373,CN003439,2,Very satisfied with the consultation,2024-08-14
FB01311,M002137,CN004340,5,Needs faster appointment scheduling,2025-10-08
FB01312,M000444,CN001598,4,Very satisfied with the consultation,2024-08-18
FB01313,M000431,CN000785,5,Very satisfied with the consultation,2024-12-08
FB01314,M002264,CN002372,5,Doctor explained everything clearly,2025-03-27
FB01315,M001151,CN001284,4,Staff was helpful and courteous,2025-12-30
FB01316,M001639,CN001524,4,Needs faster appointment scheduling,2025-06-09
FB01317,M001083,CN004158,2,Long wait time at the clinic,2025-07-27
FB01318,M000881,CN000480,3,Very satisfied with the consultation,2024-12-07
FB01319,M000380,CN000832,3,Needs faster appointment scheduling,2025-07-20
FB01320,M000784,CN002936,4,Very satisfied with the consultation,2024-05-10
FB01321,M001135,CN005264,4,Needs faster appointment scheduling,2024-11-07
FB01322,M000907,CN001188,3,Average experience overall,2024-04-06
FB01323,M001475,CN004578,2,Excellent follow-up care,2025-10-24
FB01324,M000927,CN005856,5,Staff was helpful and courteous,2024-12-11
FB01325,M001694,CN005178,5,Staff was helpful and courteous,2025-12-29
FB01326,M000517,CN003295,4,Very satisfied with the consultation,2024-11-08
FB01327,M000963,CN004311,3,Telemedicine call quality was poor,2024-08-07
FB01328,M002032,CN004403,5,Telemedicine call quality was poor,2025-09-06
FB01329,M001107,CN002559,5,Doctor explained everything clearly,2025-03-29
FB01330,M001440,CN002135,1,Staff was helpful and courteous,2024-05-20
FB01331,M000649,CN000592,1,Staff was helpful and courteous,2024-11-20
FB01332,M001018,CN003568,2,Doctor explained everything clearly,2024-02-27
FB01333,M002157,CN004048,3,Very satisfied with the consultation,2024-06-11
FB01334,M000529,CN002665,2,Needs faster appointment scheduling,2025-03-02
FB01335,M001561,CN000888,4,Long wait time at the clinic,2025-06-22
FB01336,M002021,CN005350,5,Staff was helpful and courteous,2025-06-30
FB01337,M001066,CN002243,4,Needs faster appointment scheduling,2024-12-10
FB01338,M002084,CN002763,4,Average experience overall,2024-05-07
FB01339,M000585,CN001759,5,Doctor explained everything clearly,2025-03-28
FB01340,M002202,CN001540,4,Average experience overall,2025-10-21
FB01341,M000928,CN001333,5,Doctor explained everything clearly,2025-01-31
FB01342,M001027,CN002455,1,Needs faster appointment scheduling,2025-03-31
FB01343,M001525,CN001920,4,Staff was helpful and courteous,2025-05-09
FB01344,M000424,CN003913,3,Staff was helpful and courteous,2024-08-29
FB01345,M002296,CN002957,4,"Great experience, doctor was very attentive",2025-02-22
FB01346,M001703,CN002452,3,Staff was helpful and courteous,2025-07-25
FB01347,M000058,CN000210,3,Doctor explained everything clearly,2024-11-27
FB01348,M002159,CN001522,4,Long wait time at the clinic,2025-11-18
FB01349,M000746,CN004936,4,"Great experience, doctor was very attentive",2024-05-05
FB01350,M000155,CN000309,5,Staff was helpful and courteous,2025-02-06
FB01351,M002000,CN005164,3,Would recommend to others,2024-07-07
FB01352,M000432,CN002669,3,Staff was helpful and courteous,2025-03-28
FB01353,M000270,CN002416,5,Average experience overall,2025-08-01
FB01354,M000974,CN002716,4,Very satisfied with the consultation,2025-03-28
FB01355,M001457,CN004964,3,"Great experience, doctor was very attentive",2025-02-19
FB01356,M000199,CN003144,3,Excellent follow-up care,2025-09-03
FB01357,M000518,CN002664,2,Would recommend to others,2025-02-27
FB01358,M002491,CN001097,4,Long wait time at the clinic,2024-07-25
FB01359,M000679,CN001811,4,Average experience overall,2024-03-04
FB01360,M000386,CN001515,4,Telemedicine call quality was poor,2025-10-25
FB01361,M001274,CN005671,5,"Great experience, doctor was very attentive",2025-03-18
FB01362,M002086,CN002751,5,Telemedicine call quality was poor,2024-04-01
FB01363,M000633,CN003800,4,Doctor explained everything clearly,2025-02-19
FB01364,M002315,CN001003,5,Doctor explained everything clearly,2025-12-13
FB01365,M000989,CN003580,4,Telemedicine call quality was poor,2024-04-02
FB01366,M000839,CN002153,2,"Great experience, doctor was very attentive",2024-04-15
FB01367,M001207,CN002389,5,Needs faster appointment scheduling,2025-09-30
FB01368,M000437,CN004000,5,Doctor explained everything clearly,2025-07-20
FB01369,M002449,CN003298,5,Would recommend to others,2025-12-31
FB01370,M000837,CN004039,2,"Great experience, doctor was very attentive",2024-08-19
FB01371,M000261,CN004055,5,Needs faster appointment scheduling,2025-09-02
FB01372,M000697,CN005480,3,Needs faster appointment scheduling,2024-04-13
FB01373,M001601,CN000153,5,Needs faster appointment scheduling,2024-08-22
FB01374,M002156,CN002318,3,"Great experience, doctor was very attentive",2024-09-13
FB01375,M000440,CN001203,4,Doctor explained everything clearly,2025-09-18
FB01376,M001985,CN002990,2,Telemedicine call quality was poor,2025-05-18
FB01377,M002016,CN005195,5,Needs faster appointment scheduling,2024-05-05
FB01378,M002049,CN001164,3,Long wait time at the clinic,2025-11-14
FB01379,M002114,CN003647,5,Would recommend to others,2025-01-30
FB01380,M001022,CN000540,5,Telemedicine call quality was poor,2025-05-29
FB01381,M000112,CN002952,4,Long wait time at the clinic,2024-03-11
FB01382,M000950,CN003920,5,Long wait time at the clinic,2024-07-06
FB01383,M001015,CN000625,3,Needs faster appointment scheduling,2025-01-31
FB01384,M001482,CN004898,4,Telemedicine call quality was poor,2025-12-22
FB01385,M000269,CN004123,5,Would recommend to others,2024-08-18
FB01386,M001028,CN000479,5,"Great experience, doctor was very attentive",2024-04-23
FB01387,M001344,CN001344,4,Telemedicine call quality was poor,2025-06-10
FB01388,M000865,CN001237,5,Would recommend to others,2025-02-22
FB01389,M001943,CN001170,5,Very satisfied with the consultation,2024-03-12
FB01390,M001807,CN002095,2,Telemedicine call quality was poor,2024-08-15
FB01391,M002374,CN000556,5,Needs faster appointment scheduling,2024-10-11
FB01392,M000374,CN001444,5,Needs faster appointment scheduling,2025-09-11
FB01393,M001208,CN005728,3,Needs faster appointment scheduling,2025-07-10
FB01394,M001993,CN001898,3,Excellent follow-up care,2025-01-08
FB01395,M000645,CN001561,4,Doctor explained everything clearly,2024-09-05
FB01396,M002086,CN005520,4,"Great experience, doctor was very attentive",2024-07-05
FB01397,M002365,CN000589,5,"Great experience, doctor was very attentive",2024-07-16
FB01398,M001768,CN001698,2,Telemedicine call quality was poor,2024-01-26
FB01399,M000620,CN004765,5,"Great experience, doctor was very attentive",2025-11-08
FB01400,M001666,CN004690,5,Long wait time at the clinic,2024-04-25
FB01401,M001678,CN002437,5,Telemedicine call quality was poor,2024-08-22
FB01402,M000633,CN001105,5,Telemedicine call quality was poor,2024-12-21
FB01403,M001280,CN005310,5,"Great experience, doctor was very attentive",2025-01-05
FB01404,M002302,CN003365,5,Very satisfied with the consultation,2024-01-21
FB01405,M002277,CN002569,4,Staff was helpful and courteous,2025-11-27
FB01406,M002129,CN005326,2,Needs faster appointment scheduling,2024-12-01
FB01407,M002269,CN000687,5,Long wait time at the clinic,2024-08-09
FB01408,M001254,CN002755,4,Long wait time at the clinic,2025-02-09
FB01409,M002262,CN004367,5,Staff was helpful and courteous,2024-02-14
FB01410,M001997,CN002672,5,Average experience overall,2025-03-31
FB01411,M001764,CN004451,4,"Great experience, doctor was very attentive",2024-01-23
FB01412,M000762,CN004357,3,Telemedicine call quality was poor,2024-12-20
FB01413,M001252,CN005127,5,Very satisfied with the consultation,2025-03-18
FB01414,M000917,CN000068,5,Staff was helpful and courteous,2024-02-09
FB01415,M000745,CN001857,4,Staff was helpful and courteous,2025-01-21
FB01416,M001259,CN005902,2,Excellent follow-up care,2024-12-20
FB01417,M001125,CN003301,4,"Great experience, doctor was very attentive",2024-11-30
FB01418,M001018,CN002004,1,Staff was helpful and courteous,2025-05-31
FB01419,M001674,CN003412,4,Doctor explained everything clearly,2025-10-27
FB01420,M001986,CN005672,4,Needs faster appointment scheduling,2024-07-04
FB01421,M002491,CN002948,4,Would recommend to others,2024-10-10
FB01422,M001569,CN002298,5,"Great experience, doctor was very attentive",2024-06-10
FB01423,M001627,CN000088,4,Excellent follow-up care,2024-04-24
FB01424,M001131,CN001433,5,Average experience overall,2025-10-03
FB01425,M001575,CN002100,4,"Great experience, doctor was very attentive",2025-01-09
FB01426,M001675,CN001403,4,Would recommend to others,2025-06-01
FB01427,M001132,CN000185,4,Would recommend to others,2025-11-22
FB01428,M000074,CN002762,5,Telemedicine call quality was poor,2025-10-20
FB01429,M001342,CN000790,3,Average experience overall,2024-01-26
FB01430,M001347,CN005618,3,Would recommend to others,2025-05-19
FB01431,M002089,CN002076,4,Would recommend to others,2024-04-04
FB01432,M000613,CN005344,1,"Great experience, doctor was very attentive",2024-07-15
FB01433,M000410,CN005492,3,Long wait time at the clinic,2024-03-29
FB01434,M001229,CN002301,3,Long wait time at the clinic,2024-10-04
FB01435,M001935,CN004192,5,"Great experience, doctor was very attentive",2025-04-08
FB01436,M002229,CN005877,4,Very satisfied with the consultation,2025-01-01
FB01437,M000156,CN000118,5,Telemedicine call quality was poor,2025-09-10
FB01438,M002292,CN003882,3,Very satisfied with the consultation,2025-10-26
FB01439,M001076,CN004770,5,"Great experience, doctor was very attentive",2024-01-30
FB01440,M002211,CN003423,5,Long wait time at the clinic,2025-12-09
FB01441,M000329,CN001830,2,"Great experience, doctor was very attentive",2025-08-08
FB01442,M002338,CN004878,4,Would recommend to others,2025-04-18
FB01443,M002030,CN000977,3,Very satisfied with the consultation,2024-02-29
FB01444,M002203,CN005312,5,Would recommend to others,2025-08-04
FB01445,M001677,CN002150,4,Very satisfied with the consultation,2025-07-08
FB01446,M002098,CN004486,5,Excellent follow-up care,2025-12-22
FB01447,M000307,CN005138,3,Staff was helpful and courteous,2025-01-30
FB01448,M002176,CN002282,5,"Great experience, doctor was very attentive",2024-07-05
FB01449,M000822,CN000820,2,Excellent follow-up care,2025-08-14
FB01450,M002054,CN004657,3,Long wait time at the clinic,2025-08-08
FB01451,M001708,CN001055,5,"Great experience, doctor was very attentive",2025-08-26
FB01452,M001262,CN000177,4,Excellent follow-up care,2025-02-22
FB01453,M000191,CN000015,3,Doctor explained everything clearly,2024-11-01
FB01454,M000606,CN005002,1,Very satisfied with the consultation,2025-03-18
FB01455,M001370,CN003886,5,Very satisfied with the consultation,2025-09-19
FB01456,M001969,CN003020,3,"Great experience, doctor was very attentive",2025-11-11
FB01457,M000248,CN005839,5,Staff was helpful and courteous,2025-10-21
FB01458,M001638,CN005695,5,Would recommend to others,2025-03-15
FB01459,M000560,CN003075,3,Telemedicine call quality was poor,2025-09-20
FB01460,M000389,CN002226,4,Excellent follow-up care,2025-08-30
FB01461,M000213,CN000208,1,Needs faster appointment scheduling,2024-05-31
FB01462,M001299,CN005706,5,Long wait time at the clinic,2024-07-12
FB01463,M000553,CN001629,5,Staff was helpful and courteous,2025-01-11
FB01464,M000356,CN005282,5,Average experience overall,2025-05-07
FB01465,M002444,CN001893,2,Telemedicine call quality was poor,2025-07-05
FB01466,M001206,CN000734,5,Long wait time at the clinic,2024-12-09
FB01467,M001455,CN004316,5,Would recommend to others,2024-05-28
FB01468,M000344,CN005305,3,Telemedicine call quality was poor,2025-04-24
FB01469,M001107,CN001625,4,Average experience overall,2024-10-15
FB01470,M000031,CN001905,5,Staff was helpful and courteous,2025-10-01
FB01471,M000243,CN000527,4,Needs faster appointment scheduling,2025-04-13
FB01472,M000472,CN003041,3,Would recommend to others,2025-01-16
FB01473,M001843,CN002675,4,Very satisfied with the consultation,2025-05-02
FB01474,M001293,CN000413,4,Telemedicine call quality was poor,2025-02-20
FB01475,M001807,CN003549,4,Telemedicine call quality was poor,2024-11-08
FB01476,M001152,CN005791,2,Long wait time at the clinic,2024-07-21
FB01477,M001970,CN004912,3,Long wait time at the clinic,2025-07-08
FB01478,M000259,CN001707,4,Telemedicine call quality was poor,2024-06-18
FB01479,M000668,CN004431,2,Very satisfied with the consultation,2025-11-09
FB01480,M001080,CN001325,3,Staff was helpful and courteous,2024-11-01
FB01481,M002024,CN005766,5,Staff was helpful and courteous,2024-11-04
FB01482,M000218,CN005888,5,Would recommend to others,2024-05-03
FB01483,M001427,CN003926,3,Very satisfied with the consultation,2024-11-24
FB01484,M000358,CN000077,1,Long wait time at the clinic,2024-12-25
FB01485,M001939,CN004386,2,Very satisfied with the consultation,2024-08-24
FB01486,M000245,CN004258,4,Needs faster appointment scheduling,2024-08-31
FB01487,M000990,CN004405,4,Staff was helpful and courteous,2025-05-14
FB01488,M001009,CN001851,5,"Great experience, doctor was very attentive",2024-05-31
FB01489,M001924,CN005101,4,Average experience overall,2025-10-28
FB01490,M002423,CN005565,5,Average experience overall,2025-09-29
FB01491,M002402,CN004016,4,Very satisfied with the consultation,2025-02-16
FB01492,M000469,CN003085,5,Staff was helpful and courteous,2025-12-04
FB01493,M000982,CN005347,5,"Great experience, doctor was very attentive",2025-01-16
FB01494,M001805,CN003329,4,"Great experience, doctor was very attentive",2024-10-16
FB01495,M001057,CN004030,4,Very satisfied with the consultation,2024-08-10
FB01496,M000866,CN001782,4,Long wait time at the clinic,2024-02-22
FB01497,M002264,CN000613,5,Doctor explained everything clearly,2024-09-30
FB01498,M000525,CN002209,2,Long wait time at the clinic,2025-10-03
FB01499,M001461,CN002185,3,Average experience overall,2025-08-09
FB01500,M000887,CN001072,3,Needs faster appointment scheduling,2025-06-28
FB01501,M002307,CN001908,3,Needs faster appointment scheduling,2024-02-10
FB01502,M002079,CN002991,4,Long wait time at the clinic,2025-09-11
FB01503,M001009,CN002101,4,Very satisfied with the consultation,2025-11-02
FB01504,M001601,CN001607,4,Long wait time at the clinic,2024-06-18
FB01505,M000416,CN000562,4,Very satisfied with the consultation,2025-06-11
FB01506,M001286,CN003723,2,Would recommend to others,2024-04-09
FB01507,M001651,CN005755,4,Telemedicine call quality was poor,2025-07-18
FB01508,M000097,CN000313,5,Doctor explained everything clearly,2025-05-08
FB01509,M001539,CN005185,3,Very satisfied with the consultation,2025-07-24
FB01510,M000590,CN003177,4,Doctor explained everything clearly,2024-05-26
FB01511,M001703,CN002452,3,"Great experience, doctor was very attentive",2025-07-25
FB01512,M002005,CN005555,3,Average experience overall,2024-07-03
FB01513,M001628,CN002797,4,"Great experience, doctor was very attentive",2025-06-28
FB01514,M001537,CN001427,5,Doctor explained everything clearly,2025-02-06
FB01515,M001446,CN002510,4,Excellent follow-up care,2025-11-03
FB01516,M001153,CN000909,4,Very satisfied with the consultation,2025-08-02
FB01517,M001279,CN005870,5,Average experience overall,2024-08-21
FB01518,M000035,CN002119,2,Doctor explained everything clearly,2024-03-08
FB01519,M000691,CN003688,5,Excellent follow-up care,2024-04-08
FB01520,M000558,CN004821,3,Would recommend to others,2025-07-07
FB01521,M001346,CN001474,4,Long wait time at the clinic,2024-09-16
FB01522,M000397,CN000701,1,Staff was helpful and courteous,2025-07-07
FB01523,M000856,CN004308,4,Would recommend to others,2025-11-02
FB01524,M001912,CN005259,4,Needs faster appointment scheduling,2024-10-18
FB01525,M000042,CN003231,3,Long wait time at the clinic,2025-08-26
FB01526,M001825,CN001281,4,Doctor explained everything clearly,2025-03-30
FB01527,M000419,CN002333,3,Very satisfied with the consultation,2025-01-28
FB01528,M002034,CN001421,2,Doctor explained everything clearly,2025-11-18
FB01529,M002247,CN000073,5,Long wait time at the clinic,2024-05-30
FB01530,M000945,CN003677,5,"Great experience, doctor was very attentive",2024-07-30
FB01531,M001817,CN005465,4,Long wait time at the clinic,2025-05-27
FB01532,M000339,CN000546,5,Average experience overall,2025-09-15
FB01533,M001012,CN000867,4,Average experience overall,2024-07-26
FB01534,M000035,CN000597,5,Doctor explained everything clearly,2024-06-13
FB01535,M001484,CN004520,4,Staff was helpful and courteous,2024-08-25
FB01536,M001299,CN005706,5,Staff was helpful and courteous,2024-07-12
FB01537,M001121,CN001733,5,Staff was helpful and courteous,2025-02-16
FB01538,M000387,CN002564,4,Staff was helpful and courteous,2024-01-02
FB01539,M002434,CN003323,3,Staff was helpful and courteous,2025-03-14
FB01540,M001291,CN004253,4,Needs faster appointment scheduling,2025-04-14
FB01541,M000124,CN005236,3,"Great experience, doctor was very attentive",2024-12-09
FB01542,M001667,CN003553,4,Would recommend to others,2025-07-31
FB01543,M002139,CN003442,3,"Great experience, doctor was very attentive",2025-12-28
FB01544,M001297,CN004085,4,Average experience overall,2024-11-28
FB01545,M001347,CN003969,5,Very satisfied with the consultation,2025-12-11
FB01546,M002496,CN001566,4,Doctor explained everything clearly,2025-04-07
FB01547,M000625,CN001305,4,Excellent follow-up care,2025-03-07
FB01548,M000945,CN003422,4,Long wait time at the clinic,2024-02-14
FB01549,M002277,CN002569,5,Excellent follow-up care,2025-11-27
FB01550,M001144,CN004483,3,"Great experience, doctor was very attentive",2025-10-18
FB01551,M001725,CN002461,5,"Great experience, doctor was very attentive",2024-10-14
FB01552,M001703,CN004571,4,Needs faster appointment scheduling,2024-06-19
FB01553,M000085,CN000598,3,"Great experience, doctor was very attentive",2025-03-04
FB01554,M001977,CN005358,5,Long wait time at the clinic,2024-01-04
FB01555,M000460,CN004303,2,Doctor explained everything clearly,2024-07-28
FB01556,M002104,CN000566,5,Very satisfied with the consultation,2025-09-23
FB01557,M002162,CN000248,4,Long wait time at the clinic,2024-12-11
FB01558,M000167,CN005829,5,Staff was helpful and courteous,2024-01-22
FB01559,M000804,CN004856,5,Long wait time at the clinic,2024-07-17
FB01560,M000063,CN000738,3,Doctor explained everything clearly,2024-05-04
FB01561,M000442,CN002200,3,Average experience overall,2024-12-19
FB01562,M002135,CN001609,3,Excellent follow-up care,2025-12-25
FB01563,M000425,CN005763,3,Very satisfied with the consultation,2024-11-29
FB01564,M000697,CN005480,4,Average experience overall,2024-04-13
FB01565,M001976,CN000397,4,Staff was helpful and courteous,2024-10-16
FB01566,M000247,CN003613,3,Needs faster appointment scheduling,2025-07-12
FB01567,M001408,CN005934,5,Doctor explained everything clearly,2024-01-20
FB01568,M000965,CN001669,3,Excellent follow-up care,2024-10-30
FB01569,M001764,CN004451,4,Doctor explained everything clearly,2024-01-23
FB01570,M000660,CN005981,4,"Great experience, doctor was very attentive",2024-10-13
FB01571,M001659,CN003725,2,Needs faster appointment scheduling,2025-05-14
FB01572,M000240,CN003084,4,Telemedicine call quality was poor,2024-07-13
FB01573,M001499,CN005923,2,"Great experience, doctor was very attentive",2024-07-30
FB01574,M000437,CN001651,4,"Great experience, doctor was very attentive",2025-12-26
FB01575,M001425,CN002137,4,Needs faster appointment scheduling,2024-04-25
FB01576,M001670,CN004686,4,Long wait time at the clinic,2024-11-11
FB01577,M001435,CN002516,4,Telemedicine call quality was poor,2024-08-18
FB01578,M001699,CN004453,4,Staff was helpful and courteous,2024-05-02
FB01579,M002469,CN002353,2,Telemedicine call quality was poor,2024-09-22
FB01580,M000748,CN001129,4,Staff was helpful and courteous,2024-10-14
FB01581,M000238,CN003451,5,Average experience overall,2025-11-18
FB01582,M001983,CN000044,5,Telemedicine call quality was poor,2025-12-30
FB01583,M001208,CN001489,4,Average experience overall,2024-03-15
FB01584,M001259,CN003417,2,Would recommend to others,2025-12-19
FB01585,M000414,CN000829,5,Staff was helpful and courteous,2024-02-22
FB01586,M002392,CN005198,5,Needs faster appointment scheduling,2025-12-02
FB01587,M002059,CN003759,3,Doctor explained everything clearly,2024-02-08
FB01588,M002296,CN004989,5,Needs faster appointment scheduling,2025-08-13
FB01589,M002095,CN002242,2,Excellent follow-up care,2024-01-20
FB01590,M001869,CN005734,2,Average experience overall,2024-05-04
FB01591,M001597,CN001464,5,Telemedicine call quality was poor,2024-04-21
FB01592,M002156,CN002318,3,Long wait time at the clinic,2024-09-13
FB01593,M002297,CN003457,4,Staff was helpful and courteous,2025-07-22
FB01594,M001518,CN001240,5,Excellent follow-up care,2024-03-11
FB01595,M002223,CN005955,4,Needs faster appointment scheduling,2025-01-16
FB01596,M002187,CN003608,3,Needs faster appointment scheduling,2025-03-24
FB01597,M000270,CN002416,4,Needs faster appointment scheduling,2025-08-01
FB01598,M001326,CN002920,4,Needs faster appointment scheduling,2024-10-08
FB01599,M001153,CN005124,1,Very satisfied with the consultation,2025-11-14
FB01600,M001590,CN002066,2,Excellent follow-up care,2024-08-26
FB01601,M002293,CN001233,5,Doctor explained everything clearly,2025-09-27
FB01602,M000720,CN005411,1,Excellent follow-up care,2024-08-12
FB01603,M000959,CN003760,5,Telemedicine call quality was poor,2025-07-02
FB01604,M001777,CN003690,4,Long wait time at the clinic,2025-12-01
FB01605,M002150,CN003532,1,Telemedicine call quality was poor,2025-11-19
FB01606,M000529,CN002665,5,Excellent follow-up care,2025-03-02
FB01607,M001374,CN001900,5,Excellent follow-up care,2025-03-22
FB01608,M001745,CN001018,4,"Great experience, doctor was very attentive",2025-04-15
FB01609,M000076,CN004976,3,Long wait time at the clinic,2025-04-16
FB01610,M001544,CN001713,3,Average experience overall,2025-01-08
FB01611,M001157,CN001542,5,"Great experience, doctor was very attentive",2024-05-07
FB01612,M001757,CN000917,2,Excellent follow-up care,2025-09-10
FB01613,M002386,CN000320,4,Telemedicine call quality was poor,2025-02-13
FB01614,M000646,CN001928,4,Would recommend to others,2024-09-26
FB01615,M000574,CN003572,4,Would recommend to others,2024-06-02
FB01616,M001638,CN004890,3,"Great experience, doctor was very attentive",2024-09-05
FB01617,M002144,CN005855,1,Telemedicine call quality was poor,2025-12-19
FB01618,M001811,CN002753,5,Average experience overall,2025-04-18
FB01619,M000403,CN004952,3,Telemedicine call quality was poor,2025-04-08
FB01620,M001052,CN002127,4,"Great experience, doctor was very attentive",2025-05-08
FB01621,M001755,CN003854,5,Excellent follow-up care,2025-08-25
FB01622,M001947,CN001821,3,Telemedicine call quality was poor,2025-05-25
FB01623,M001782,CN001801,4,Excellent follow-up care,2025-04-10
FB01624,M002359,CN004915,4,Needs faster appointment scheduling,2025-08-04
FB01625,M000179,CN002305,1,Average experience overall,2024-07-16
FB01626,M001672,CN000169,4,Would recommend to others,2024-01-19
FB01627,M000916,CN001559,3,Excellent follow-up care,2024-04-04
FB01628,M000332,CN002059,5,Long wait time at the clinic,2025-10-14
FB01629,M001899,CN001450,5,Telemedicine call quality was poor,2024-08-10
FB01630,M001186,CN005381,5,Long wait time at the clinic,2025-07-14
FB01631,M001751,CN004967,3,Staff was helpful and courteous,2025-05-27
FB01632,M000067,CN002873,3,Average experience overall,2025-08-19
FB01633,M001645,CN001812,3,Excellent follow-up care,2025-01-21
FB01634,M000302,CN002904,1,Long wait time at the clinic,2024-10-11
FB01635,M001745,CN004940,3,Staff was helpful and courteous,2025-08-10
FB01636,M002103,CN002858,4,Average experience overall,2025-12-17
FB01637,M001131,CN004756,4,"Great experience, doctor was very attentive",2025-06-14
FB01638,M001854,CN001874,2,Long wait time at the clinic,2024-02-21
FB01639,M000019,CN001153,3,Doctor explained everything clearly,2025-08-02
FB01640,M001581,CN004334,3,Average experience overall,2025-02-20
FB01641,M000657,CN000190,3,Average experience overall,2025-05-25
FB01642,M000542,CN000691,2,Would recommend to others,2025-08-19
FB01643,M002428,CN002176,3,Doctor explained everything clearly,2024-11-17
FB01644,M001909,CN004046,5,Excellent follow-up care,2025-01-24
FB01645,M001944,CN003870,5,Average experience overall,2024-05-18
FB01646,M000660,CN005981,1,Would recommend to others,2024-10-13
FB01647,M001384,CN002518,4,Needs faster appointment scheduling,2024-03-09
FB01648,M000807,CN004709,1,Would recommend to others,2025-08-15
FB01649,M000945,CN003422,4,Excellent follow-up care,2024-02-14
FB01650,M001453,CN000742,4,Average experience overall,2025-07-01
FB01651,M000113,CN001662,5,Excellent follow-up care,2025-07-26
FB01652,M001940,CN001758,2,"Great experience, doctor was very attentive",2024-01-16
FB01653,M001671,CN004999,3,Staff was helpful and courteous,2024-07-22
